Text,Predicted_Label,Justification,Persuasive_Phrases,Techniques
"Please note that the Enron Cash Balance Plan has retained Smith Graham, Gerald Smith's firm, to manage $15 million of pension assets.  This fixed-income portfolio will be funded during July.

I am available for further discussion at your convenience.",Non-Persuasive,The paragraph is a straightforward announcement of a financial decision and does not contain any apparent attempts to influence or persuade the reader.,None,None
"Per Eric Moon -

Attached you will find the Structuring slide for Citibank Prepay, with the changes.

 


Melissa Solis
Enron North America
melissa.solis@enron.com
W: 713-853-5167
F: 713-646-3460",Non-Persuasive,This paragraph appears to be a formal email with no apparent attempt to persuade or influence the reader.,None,None
"Rod-Many thanks for helping me out with SABIC. It was nice to host them on my turf rather than look across the table at a bunch of guys in dish dashes. I've gotten great feedback and we're a step closer in landing them as a partner. Thanks again.

	Terry",Persuasive,"The paragraph is written in a friendly and casual tone, expressing gratitude and making a positive association with the recipient.","""It was nice to host them on my turf rather than look across the table at a bunch of guys in dish dashes.""","Loaded Language, Appeal to Values (friendly tone and association)"
"-----Original Message----- From: 	""Cagle, Donna""  Sent:	Friday, June 29, 2001 9:27 AM To:	Edison, Deborah J. Cc:	Melendrez, Jesus Subject:	Mariner Management Meeting Minutes  <<6-28-01.doc>>  <> Donna M. Cagle Executive Administrator to President & CEO Mariner Energy, Inc. 580 WestLake Park Blvd., Suite 1300 Houston, TX  77079 281/584-5511 (phone)     281/584-5515 (fax) dcagle@mariner-energy.com  - 6-28-01.doc   - SUMMARY.xls",Non-Persuasive,"This paragraph appears to be a meeting minutes summary, lacking persuasive language or attempts to influence the reader.",None,None
"Daren - what about February 2000?  It doesn't look like it's been pathed for HPL and CHAN.
Please let me know.  Thanks, Gloria


 -----Original Message-----
From: 	Farmer, Daren J.  
Sent:	Monday, June 25, 2001 5:16 PM
To:	Barkowsky, Gloria G.
Subject:	RE: EPGT

Deal 871172 has been pathed from the Texas side.

D

 -----Original Message-----
From: 	Barkowsky, Gloria G.  
Sent:	Friday, June 22, 2001 4:50 PM
To:	Garcia, Clarissa; Farmer, Daren J.; Dinari, Sabra L.
Subject:	EPGT

Clarissa - Thanks so much for all your help with this pipe!  Everything looks great.  I just have a couple of paths
that I need to finish it:

January 2000 - I need deal #854688 pathed for EPGT and for TETC.  According to the invoice, we should have
                      11,129 dth on the interconnect.

February 2000 - I need deal #871184 pathed for HPL and CHAN.  HPL should have 3,600 dth and CHAN should
                       have 11,500 dth on the interconnect.

July 2000 - Deal #871172 has an interconnect issue.  According to MOPS contract #105124, they received 8,275 dth
                 on the Matagorda 624, but according to EPGT, they delivered 10,362 dth to HPL (?)  Could this possibly
                 need to be split somehow, or do you have any other ideas?

Let me know.  Thanks, Gloria 3-7118",Non-Persuasive,This paragraph is a conversation between two people discussing pipeline deals and interconnect issues. It does not contain any persuasive language or attempts to influence the reader's opinion.,None,None
"Hi, Shawna.

I have a new position with Enron Networks so here is my new info for your files:

Location: EB3777A
Ext.: x3-3446

GO COOGS!

Tracey Kozadinos
BBA 1999, MBA 2000
President - Cougars@Enron
713-853-3446
http://home.enron.com/sites/
http://community.zuniversity.com/z/EnronCougars



 -----Original Message-----
From: 	Johnson, Shawna  
Sent:	Wednesday, June 27, 2001 1:00 PM
To:	Chu, Dian; Elliott, Allen; Hayslett, Rod; Kozadinos, Tracey; Maxey, Dave; Pehlivanova, Biliana; Sorenson, Jefferson D.; Thorne, Judy; Weinreich, Colette
Subject:	FW: Surprise!!

Please send me your current location AND extension so you may receive your SURPRISE!",Non-Persuasive,The paragraph does not contain any explicit persuasive language or appeals to emotions. It appears to be a simple update of employee information and a casual greeting.,None,None
"Return-path:  From: Comein63@aol.com Full-name: Comein63 Message-ID:  Date: Sat, 30 Jun 2001 10:35:28 EDT Subject: Fwd: Truly Irish........ To: GLAVINELUV@aol.com, KTracey111@aol.com, NAN1892465@aol.com,	BongoRose@aol.com, TerriLee1103@aol.com, WDTHOMPS@aol.com MIME-Version: 1.0 Content-Type: multipart/mixed; boundary=""part2_30.170d7491.286f3db0_boundary"" X-Mailer: AOL 6.0 for Windows US sub 10520 Return-path:  From: Jfhall205736@aol.com Full-name: Jfhall205736 Message-ID: <8d.8aebb48.286f3d6a@aol.com> Date: Sat, 30 Jun 2001 10:34:18 EDT Subject: Fwd: Truly Irish........ To: Comein63@aol.com MIME-Version: 1.0 Content-Type: multipart/mixed; boundary=""part3_30.170d7491.286f3d6a_boundary"" X-Mailer: AOL 6.0 for Windows US sub 10520 Return-Path:  Received: from  rly-za05.mx.aol.com (rly-za05.mail.aol.com [172.31.36.101]) by air-za03.mail.aol.com (v78_r3.8) with ESMTP; Sat, 30 Jun 2001 10:24:15 2000 Received: from  cdc.net (server1.cdc.net [207.244.0.12]) by rly-za05.mx.aol.com (v79.20) with ESMTP id MAILRELAYINZA51-0630102402; Sat, 30 Jun 2001 10:24:02 -0400 Received: (qmail 1893 invoked from network); 30 Jun 2001 14:23:31 -0000 Received: from unknown (HELO default) (207.244.61.190)  by server1.cdc.net with SMTP; 30 Jun 2001 14:23:31 -0000 Message-Id: <3.0.3.32.20010630102032.0111e00c@mail.cdc.net> X-Sender: youfor@mail.cdc.net X-Mailer: QUALCOMM Windows Eudora Pro Version 3.0.3 (32) Date: Sat, 30 Jun 2001 10:20:32 -0400 To: george_tomko@hp.com, hlic@foryou.net, soccerparent@hotmail.com,        travis@us.ibm.com, hendaodesign@hotmail.com, x12661@exmail.usma.edu,        ascott165@aol.com, jfhall205736@aol.com, eagle1412@hotmail.com,        mconway@theflagzone.com, eholder31@msn.com, MichaelD@rfs.com,        dmay47@aol.com, richard0757@cs.com, cherwaty@netzero.net,        wjs1500@aol.com From: A Patriotic House  Subject: Truly Irish........ Mime-Version: 1.0 Content-Type: text/enriched; charset=""us-ascii""   An Irishman named O'Malley went to his doctor after a long illness.  The doctor, after a lengthy examination, sighed and looked O'Malley in the eye and said, ""I've some bad news for you. You have cancer, and it can't be cured, you'd best put your affairs in order.""   O'Malley was shocked and saddened; but of solid character, he managed to compose himself and walk from the doctor's office into the waiting room. To his son who had been waiting, O'Malley said,  ""Well son. We Irish celebrate when things are good, and we celebrate when things don't go so well. In this case, things aren't so well.  I have cancer. Let's head for the pub and have a few pints.""   After 3 or 4 pints, the two were feeling a little less somber.  There were some laughs and more beers. They were eventually approached by some of O'Malley's old friends who asked what the two were celebrating.   O'Malley told them that the Irish celebrate the good and the bad.  He went on to tell them that they were drinking to his impending end.  He told his friends, ""I have been diagnosed with AIDS.""   The friends gave O'Malley their condolences, and they had a couple more beers. After his friends left, O'Malley's son whispered his confusion.   ""Dad, I thought you said that you were dying from cancer?  You just told your friends that you were dying from AIDS!""   O'Malley said, "" I don't want any of them sleeping with your mother after I'm gone.""   A TRUE IRISHMAN!!! GOD BLESS THE IRISH!!! ""Never argue; repeat your assertion."".........Robert Owen (1771 - 1858) Richard (Ric) C. Henderson, 5507 Ringgold Road, Chattanooga, TN 37412 asi/291527, (P) 423.855.1540, (Fax) 423.855.1161  (Web) http://www.patriotichouse.com  (""Win the $1000 Drawing!!!"") Please click here! * If you cannot click on any of the links above, simply highlight the entire link, copy it, and paste it into your browser.  Alternatively, you can type the address directly into your browser, exactly as it appears.",Persuasive,The paragraph uses a humorous story to make a point about Irish culture and ends with a call to action to win a $1000 drawing.,"""A TRUE IRISHMAN!!! GOD BLESS THE IRISH!!!"", ""Never argue; repeat your assertion.""","Appeal to Values (invoking widely accepted values for persuasion), Slogans (summarizing a message with a catchy, brief phrase), Loaded Language (using emotionally charged words to sway opinion)"
"Attached is draft 0 of a policy narrative on background checks and employee investigations.  Please review and submit your comments.  Thanks, Rj.",Non-Persuasive,"The paragraph is a simple request for review and feedback, lacking any emotional appeal or attempt to influence the reader's opinion.",None,None
"Pat, 	I suggest asking Gerald Nemec for some guidance. 	 	Gerald, any recommendations as to who we should contact for help with ROW matters? 	Gracias, 	Dave	  -----Original Message----- From: 	Johnson, Patrick   Sent:	Friday, June 29, 2001 5:06 PM To:	Owen, David Subject:	FW: LRCI tract Here is the contact name for the ROW request.  Can you help me find an internal contact who I can get to draw this up?  Thanks.  -Pat  -----Original Message----- From: 	""Heidi E. Broussard""  Sent:	Friday, June 29, 2001 1:14 PM To:	Johnson, Patrick Subject:	LRCI tract Mr.  Johnson,   I am inquiring  to see the status of your review concerning the R/W for Sorrento  Pipeline.   Thanks,   Heidi E.  Broussard R/W Agent 337/394-7490 225/202-0059",Non-Persuasive,The paragraph is a simple exchange of emails between colleagues seeking guidance and sharing information. There is no attempt to persuade or influence the recipient's opinion.,None,None
"Hello Everyone,

Here is the PSR for the week of July 2, 2001:

 

Thank you,

D'Ann Gordon",Non-Persuasive,Not Found,None,None
"Reagan C. Rorschach Enron North America 1400 Smith Street Houston, Texas 77002 713.345.3363  -----Original Message----- From: 	May, Tom   Sent:	Friday, June 29, 2001 5:56 PM To:	Rorschach, Reagan Subject:	FW: Enron EMA Here is the EMA that David sent.  Can you send it along to the legal for review. Thanks, Tom.  -----Original Message----- From: 	""Rogers, David""  Sent:	Wednesday, June 20, 2001 5:42 PM To:	May, Tom Subject:	FW: Enron EMA Enjoyed talking to you today. Here is a working document should it appear that we will get a green light. No need to out your revised deal in this format (a letter summary will do). If you do want to flesh this out, give me a call. This EMA is for Redbud only.  -----Original Message----- From:   Pedigo, Doug   Sent:   Wednesday, June 20, 2001 4:37 PM To:     Rogers, David Cc:     Jones, John Subject:        Enron EMA Please see attached.  <>   - Enron NA Energy Management Agreement version 1.doc",Non-Persuasive,"This paragraph appears to be a simple exchange of emails regarding a business document, without any apparent attempt to persuade or influence the reader.",None,None
